batch,time,x1,x2
batch 1,0.0,-2.0,-2.0
batch 1,0.05,-2.7007682871356873,-1.4733357429625487
batch 1,0.1,-3.3959762120139874,-0.8970352878566122
batch 1,0.15000000000000002,-4.074658792845357,-0.2774069270914138
batch 1,0.2,-4.725542829305826,0.37825202109129935
batch 1,0.25,-5.337204081481078,1.0617165747226185
batch 1,0.30000000000000004,-5.898235129541637,1.7639128684927723
batch 1,0.35000000000000003,-6.397421510044458,2.475014120217478
batch 1,0.4,-6.823923814042682,3.184552867800928
batch 1,0.45,-7.167463468310427,3.88154898241193
batch 1,0.5,-7.418509371221771,4.554652044311433
batch 1,0.55,-7.568462689496225,5.192296752093681
batch 1,0.6000000000000001,-7.609836701205588,5.782869549584252
batch 1,0.65,-7.536428836326964,6.3148845630542265
batch 1,0.7000000000000001,-7.343481802857967,6.777166596857381
batch 1,0.75,-7.027830772112382,7.159038736815651
batch 1,0.8,-6.588033639579137,7.450511913288629
batch 1,0.8500000000000001,-6.024481527994594,7.642473643531696
batch 1,0.9,-5.339486789305715,7.726872985653023
batch 1,0.9500000000000001,-4.537345822655856,7.696898484180982
batch 1,1.0,-3.6243749780426384,7.547146520572797
batch 1,1.05,-2.608917041337032,7.273776484323668
batch 1,1.1,-1.5013169902800798,6.874649896741334
batch 1,1.1500000000000001,-0.3138656681457437,6.349450507365118
batch 1,1.2000000000000002,0.9392892233143264,5.69978259761985
batch 1,1.25,2.2422652712528186,4.929244802445082
batch 1,1.3,3.5776003966469654,4.043477079182562
batch 1,1.35,4.92644011594792,3.0501787260811075
batch 1,1.4000000000000001,6.268755797841155,1.9590956916573492
batch 1,1.4500000000000002,7.5835921428244975,0.7819757884602233
batch 1,1.5,8.849341614860961,-0.46750915734194776
batch 1,1.55,10.044042872516053,-1.773874641421112
batch 1,1.6,11.145700061005238,-3.119968457198391
batch 1,1.6500000000000001,12.132618923375107,-4.487148672439481
batch 1,1.7000000000000002,12.983755529052345,-5.855493629348358
batch 1,1.75,13.679072927631575,-7.204042380056574
batch 1,1.8,14.199900551938109,-8.511063394160022
batch 1,1.85,14.529291107739237,-9.75434889487957
batch 1,1.9000000000000001,14.652369274065563,-10.911531600263604
batch 1,1.9500000000000002,14.556666445471539,-11.960420156528482
batch 1,2.0,14.232435671795281,-12.879349054298025
batch 1,2.0500000000000003,13.672940952113596,-13.647538434040857
batch 1,2.1,12.874715065160519,-14.24545870232879
batch 1,2.15,11.83778043827496,-14.655194656664307
